
Record#  PRONAME                        DES                     QTY      PRICE
   1049  PORTE MANTEAU T&Z              1452916                   2     204.82
   1050  CADRE PHOTO T&Z                1452932                   3     177.87
   1051  CADRE GRAVURE BALLON           1452967                   3     177.87
   1052  LOT 2 CINTRES T&Z              1452975                   3     161.70
   1053  COUSIN MUSICAL*                1453793                   2     154.22
   1054  HOCHET TISSU*                  1461966                   3     115.68
   1055  BROSSE & PEIGNE                1461010                   4     129.36
   1056  LAPIN TISSU                    1462431                   2     205.62
   1057  KIT BRODERIE *                 1520350                   4     194.04
   1058  TAPIS D'EVEIL "TOM E           1444182                   3     709.47
   1059  POUPEE "ZOE"*                  1448668                   3     385.53
   1060  CADRE GRAVURE                  1452959                   3     177.87
   1061  COUSIN MUSICAL*                1461958                   2     154.22
   1062  HOCHET TISSU*                  1460552                   3     115.68
   1063  TASSE INVERSABLE               1460625                  12     323.28
   1064  PORTE BEBE LUXE                1462261                   2     280.26
   1065  FILET JOUET BAIN*              1465244                   6     210.18
   1066  BOULINETTE LUTIN TIS           1448463                   2     257.02
   1067  BIB VERRE 125 ML*              1452584                  24     219.84
   1068  VEILLEUSE "CHATS"              1452851                   1     161.69
   1069  THERMOMETRE "CHATS"            1452886                   1      64.69
   1070  BOITE MUSIQUE CHAT             1452908                   3     291.03
   1071  PORTE MANTEAU CHATS            1452924                   2     204.82
   1072  CADRE PHOTO CHATS              1452940                   3     177.87
   1073  LOT 2 CINTRES CHAT             1452983                   3     161.70
   1074  BROSSE & PEIGNE                1461028                   4     129.36
   1075  MOBILE BOIS CHAT               1461885                   1     131.10
   1076  LOT 3 CINTRES CHAT             1462407                   3     161.70
   1077  LUTIN TISSU                    1462440                   2     205.62
   1078  PROTEGE BIBERON                1521306                   6      97.02
   1079  BROSSE & PEIGNE                1460994                   4     129.36
   1080  BAVOIR PLASTIQUE               1262572                   9      70.47
   1081  PLAQUE PORTE  CC               1545469                   3      80.82
   1082  LOT 50 BOULES/CINTRE           1520890                   4     139.24
   1083  LOT 50 BOULES/CINTRE           1520903                   4     139.24
   1084  LOT 50 BOULES/CINTRE           1520911                   4     139.24
   1085  LOT 50 BOULES/CINTRE           1520920                   4     139.24
   1086  LOT 50 BOULES/CINTRE           1520938                   4     139.24
   1087  LOT 50 BOULES/CINTRE           1520946                   4     139.24
   1088  LOT 50 BOULES/CINTRE           1520954                   4     139.24
   1089                                 335177.                   2     749.58
   1090                                 341100.                   2     268.62
   1091                                 335150.                   2     782.74
   1092                                 1462563                   3     378.09
   1093                                 1462571                   2     421.22
   1094                                 333140.                  20    1094.20
   1095                                 336637.                   7     406.28
   1096                                 341860.                   5    1177.45
   1097                                 341878.                   3     477.60
   1098                                 23108.0                   5    1061.35
   1099                                 335126.                   3     577.11
   1100                                 336700.                   7    1009.89
   1101                                 335169.                   7     127.68
   1102                                 336734.                   5     870.55
   1103                                 1345702                   2     976.78
   1104                                 1520253                 500       0.00
   1105  BABYCOOK                                                 2       0.00
   1106  BABYCOOK                                                 2       0.00
   1107  BABYCOOK                                                 2       0.00
   1108  BABYCOOK                                                 2       0.00
   1109  LOT 50 CINTRES 26CM            1520822                  10    2006.60
   1110  LOT 50 CINTRES 45 CM           1520873                   3     651.72
   1111  LOT 50 PINCES 29 CM            1520849                   1     305.14
   1112  LOT 50 PINCES 36 CM            1520881                   2     623.54
   1113  LOT 50 CINTRES 32 CM           1520857                   4     822.52
   1114  CINTRE 32CM+PINCE              1520865                   1     441.94
   1115  LOT 50 PINCES 23 CM            1533878                   1     305.14
   1116                                 341088.                   2      16.58
   1117                                 1568680                   3     198.99
   1118                                 1568698                   3     198.99
   1119                                 1568701                   4     398.00
   1120  CINTRE 26CM+PINCE              1520830                   1     437.81
   1121                                 316954.                   6      49.74
   1122                                 194816.                  15    1007.40
   1123                                 23132.0                   8    1850.72
   1124                                 1292811                   4     437.84
   1125                                 1345729                   2     213.92
   1126                                 1567691                   2      91.20
   1127                                 1567705                   1     182.41
   1128  OURS FILLE                     1573608                  12     716.40
   1129  OURS GARCON                    1573624                  12     716.40
   1130                                 1582070                   1     248.76
   1131                                 1591738                   1       0.00
   1132  GRENOUILLERE                   1473980                   1      34.26
   1133  GRENOUILLERE                   1473999                   1      34.26
   1134  GRENOUILLERE                   1474006                   2      68.52
   1135  GRENOUILLERE                   1474014                   3     102.78
   1136  DORS BIEN JERSEY               1543903                   1      58.71
   1137  DORS BIEN JERSEY               1543911                   1      58.71
   1138  DORS BIEN JERSEY               1543920                   3     176.13
   1139  DORS BIEN JERSEY               1543938                   5     293.55
   1140  DORS BIEN JERSEY               1543946                   5     293.55
   1141  SALOPETTE COURTE               1547151                   2     215.26
   1142  SALOPETTE COURTE               1547160                   4     430.52
   1143  SALOPETTE COURTE               1547178                   4     430.52
   1144  TEE SHIRT                      1549910                   2      68.52
   1145  TEE SHIRT                      1549928                   5     171.30
   1146  TEE SHIRT                      1549936                   4     137.04
   1147  DORS BIEN                      1407600                   1      44.03
   1148  DORS BIEN                      1407619                   3     132.09
   1149  DORS BIEN                      1407627                   2      88.06
   1150  ENSEMBLE TEE SHIRT             1546716                   2     176.12
   1151  ENSEMBLE TEE SHIRT             1546724                   3     264.18
   1152  ENSEMBLE TEE SHIRT             1546732                   4     352.24
   1153  ENSEMBLE TEE SHIRT             1546740                   4     352.24
   1154  ENSEMBLE TEE SHIRT             1547615                   2     195.68
   1155  ENSEMBLE TEE SHIRT             1547623                   4     391.36
   1156  ENSEMBLE TEE SHIRT             1547631                   4     391.36
   1157  ENSEMBLE TEE SHIRT             1547640                   4     391.36
   1158  COMBINAISON T.SHIRT            1549049                   2     146.78
   1159  COMBINAISON T.SHIRT            1549057                   5     366.95
   1160  COMBINAISON T.SHIRT            1549065                   5     366.95
   1161  COMBINAISON T.SHIRT            1549073                   3     220.17
   1162  DORS BIEN JERSEY               1544004                   1      58.71
   1163  DORS BIEN JERSEY               1544012                   1      58.71
   1164  DORS BIEN JERSEY               1544020                   3     176.13
   1165  DORS BIEN JERSEY               1544039                   5     293.55
   1166  DORS BIEN                      1544691                   1      78.27
   1167  DORS BIEN                      1544705                   1      78.27
   1168  DORS BIEN                      1544713                   1      78.27
   1169  DORS BIEN                      1544721                   2     156.54
   1170  DORS BIEN                      1544730                   2     156.54
   1171  DORS BIEN                      1544896                   1      58.71
   1172  DORS BIEN                      1544900                   1      58.71
   1173  DORS BIEN                      1544918                   3     176.13
   1174  DORS BIEN                      1544926                   3     176.13
   1175  DORS BIEN                      1544934                   3     176.13
   1176  CULOTTE BOUFFANTE              1549260                   1      34.26
   1177  CULOTTE BOUFFANTE              1549278                   4     137.04
   1178  CULOTTE BOUFFANTE              1549286                   4     137.04
   1179  GUIMPE                         1549588                   1      48.91
   1180  GUIMPE                         1549596                   4     195.64
   1181  GUIMPE                         1549600                   4     195.64
   1182  GRENOUILLERE                   1556274                   1      44.03
   1183  GRENOUILLERE                   1556282                   1      44.03
   1184  GRENOUILLERE                   1556290                   2      88.06
   1185  GRENOUILLERE                   1556304                   3     132.09
   1186  MI CHAUSSETTE                  1563610                   3      66.03
   1187  MI CHAUSSETTE                  1563629                   3      66.03
   1188  MI CHAUSSETTE                  1563637                   3      66.03
   1189  ROBE SANS MANCHE (CULOTTE)     1574639                   3     322.89
   1190  ROBE SANS MANCHE (CULOTTE)     1574647                   3     322.89
   1191  SALOPETTE COURTE               1574744                   3     293.52
   1192  SALOPETTE COURTE               1574752                   3     293.52
   1193  CULOTTE BOUFFANTE              1574841                   2      68.52
   1194  CULOTTE BOUFFANTE              1574850                   2      68.52
   1195  COMBI TEE SHIRT                1548727                   5     342.45
   1196  COMBI TEE SHIRT                1548735                   5     342.45
   1197  COMBI TEE SHIRT                1548743                   5     342.45
   1198  DORS BIEN                      1557980                   1      78.27
   1199  DORS BIEN                      1557998                   1      78.27
   1200  DORS BIEN                      1558005                   3     234.81
   1201  DORS BIEN                      1558013                   4     313.08
   1202  DORS BIEN                      1558021                   3     234.81
   1203  DORS BIEN                      1558030                   3     234.81
   1204  SLIP                           1559389                   4     117.44
   1205  SLIP                           1559397                   6     176.16
   1206  SLIP                           1559400                   6     176.16
   1207  MAILLOT 1 PIECE                1567063                   4     254.40
   1208  MAILLOT 1 PIECE                1567071                   4     254.40
   1209  MONOKINI                       1567160                   4     137.04
   1210  MONOKINI                       1567179                   6     205.56
   1211  MONOKINI                       1567187                   6     205.56
   1212  MONOKINI                       1567276                   4     137.04
   1213  MONOKINI                       1567284                   6     205.56
   1214  MONOKINI                       1567292                   6     205.56
   1215  MAILLOT 1 PIECE                1567390                   6     381.60
   1216  MAILLOT 1 PIECE                1567403                   6     381.60
   1217  MAILLOT 1 PIECE                1569112                   4     293.56
   1218  MAILLOT 1 PIECE                1569120                   4     293.56
   1219  MAILLOT 1 PIECE                1569139                   4     293.56
   1220  MAILLOT 1 PIECE                1569201                   4     293.56
   1221  MAILLOT 1 PIECE                1569210                   4     293.56
   1222  MAILLOT 1 PIECE                1569228                   4     293.56
   1223  MONOKINI                       1569295                   4     156.56
   1224  MONOKINI                       1569309                   4     156.56
   1225  MONOKINI                       1569317                   4     156.56
   1226  MONOKINI                       1569384                   4     156.56
   1227  MONOKINI                       1569392                   4     156.56
   1228  MONOKINI                       1569406                   4     156.56
   1229  MAILLOT 1 PIECE                1569473                   4     293.56
   1230  MAILLOT 1 PIECE                1569481                   4     293.56
   1231  MAILLOT 1 PIECE                1569490                   4     293.56
   1232  BOXER SHORT                    1569562                   6     322.86
   1233  BOXER SHORT                    1569570                   6     322.86
   1234  BOXER SHORT                    1569589                   6     322.86
   1235  SLIP BAIN                      1569651                   4     117.44
   1236  SLIP BAIN                      1569660                   4     117.44
   1237  SLIP BAIN                      1569678                   4     117.44
   1238  SLIP BAIN                      1569740                   4     117.44
   1239  SLIP BAIN                      1569759                   4     117.44
   1240  SLIP BAIN                      1569767                   4     117.44
   1241  BANDEAU                        1553429                   2      48.92
   1242  MI CHAUSSETTE                  1564285                   1      22.01
   1243  MI CHAUSSETTE                  1564285                   2      44.02
   1244  MI CHAUSSETTE                  1564293                   3      66.03
   1245  MI CHAUSSETTE                  1564307                   3      66.03
   1246  SALOPETTE COURTE               1522019                   3     242.13
   1247  ROBE A MANCHES                 1523961                   3     418.29
   1248  ROBE A MANCHES                 1523970                   3     418.29
   1249  ROBE A MANCHES                 1523988                   3     418.29
   1250  ROBE SANS MANCHE               1524054                   4     381.60
   1251  ROBE SANS MANCHE               1524062                   4     381.60
   1252  ROBE SANS MANCHE               1524070                   4     381.60
   1253  CHEMISIER                      1530020                   4     313.08
   1254  CHEMISIER                      1530038                   4     313.08
   1255  CHEMISIER                      1530046                   4     313.08
   1256  SWEAT                          1535927                   2     117.42
   1257  SWEAT                          1535935                   2     117.42
   1258  SWEAT                          1535943                   2     117.42
   1259  SWEAT                          1536010                   2     117.42
   1260  SWEAT                          1536028                   2     117.42
   1261  SWEAT                          1536036                   2     117.42
   1262  SWEAT                          1536206                   2     127.20
   1263  SWEAT                          1536214                   2     127.20
   1264  SWEAT                          1536222                   2     127.20
   1265  SWEAT                          1536273                   2     127.20
   1266  SWEAT                          1536281                   2     127.20
   1267  SWEAT                          1536290                   2     127.20
   1268  ROBE SANS MANCHES              1540084                   4     430.52
   1269  ROBE SANS MANCHES              1540092                   4     430.52
   1270  ROBE SANS MANCHES              1540106                   4     430.52
   1271  DORS BIEN                      1556878                   2     146.78
   1272  DORS BIEN                      1556886                   2     146.78
   1273  DORS BIEN                      1556894                   2     146.78
   1274  BERMUDA                        1570684                   2      58.72
   1275  BERMUDA                        1570692                   3      88.08
   1276  BERMUDA                        1570706                   3      88.08
   1277  DORS BIEN                      1557114                   4     293.56
   1278  DORS BIEN                      1557122                   4     293.56
   1279  DORS BIEN                      1557130                   4     293.56
   1280  DORS BIEN                      1557203                   4     293.56
   1281  DORS BIEN                      1557211                   4     293.56
   1282  DORS BIEN                      1557220                   4     293.56
   1283                                 1576933                   2     146.78
   1284                                 1576950                   2     146.78
   1285                                 1576992                   1      73.39
   1286                                 1577018                   1      73.39
   1287                                 1577034                   2     146.78
   1288                                 1577042                   2     146.78
   1289                                 1577050                   2     146.78
   1290                                 1577069                   2     146.78
   1291                                 1577085                   2     146.78
   1292                                 1577107                   2     146.78
   1293                                 1577115                   2     146.78
   1294  POLO "BASIC"                   1383752                   5     134.55
   1295  POLO "BASIC"                   1383841                   5     134.55
   1296  POLO "BASIC"                   1383850                   5     134.55
   1297  POLO "BASIC"                   1383868                   5     134.55
   1298  BERMUDA                        1522450                   4     176.12
   1299  BERMUDA                        1522469                   4     176.12
   1300  BERMUDA                        1523295                   4     176.12
   1301  BERMUDA                        1523309                   4     176.12
   1302  SALOPETTE LONGUE               1540491                   2     146.78
   1303  BERMUDAS                       1559575                   4     254.40
   1304  BERMUDAS                       1559583                   4     254.40
   1305  BERMUDAS                       1559591                   4     254.40
   1306  BERMUDAS                       1559648                   4     254.40
   1307  BERMUDAS                       1559656                   4     254.40
   1308  BERMUDAS                       1559664                   4     254.40
   1309  CALECON                        1529951                   3     176.13
   1310  CALECON                        1529960                   3     176.13
   1311  CALECON                        1529978                   3     176.13
   1312  SWEAT                          1530143                   4     273.96
   1313  SWEAT                          1530151                   4     273.96
   1314  SWEAT                          1530160                   4     273.96
   1315  ENSEMBLE MOLLETON              1530526                   3     352.23
   1316  ENSEMBLE MOLLETON              1530534                   4     469.64
   1317  ENSEMBLE MOLLETON              1530542                   4     469.64
   1318  ROBE A MANCHES                 1530950                   3     359.58
   1319  ROBE A MANCHES                 1530968                   3     359.58
   1320  ROBE A MANCHES                 1530976                   3     359.58
   1321  ROBE A MANCHES                 1531077                   2     210.38
   1322  ROBE A MANCHES                 1531085                   2     210.38
   1323  ROBE A MANCHES                 1531093                   2     210.38
   1324  ROBE SANS MANCHE               1531409                   3     286.20
   1325  ROBE SANS MANCHE               1531417                   3     286.20
   1326  ROBE SANS MANCHE               1531425                   3     286.20
   1327  BARBOTEUSE CH.ET TR.           1531735                   3     374.28
   1328  BARBOTEUSE CH.ET TR.           1531743                   3     374.28
   1329  ROBE SANS MANCHE               1531921                   4     440.36
   1330  ROBE SANS MANCHE               1531930                   4     440.36
   1331  ROBE SANS MANCHE               1531948                   4     440.36
   1332  ROBE TEE-SHIRT                 1532839                   4     450.04
   1333  ROBE TEE-SHIRT                 1532847                   3     337.53
   1334  ROBE TEE-SHIRT                 1532847                   1     112.51
   1335  ROBE TEE-SHIRT                 1532855                   4     450.04
   1336  ROBE TEE SHIRT                 1535366                   3     293.52
   1337  ROBE TEE SHIRT                 1535374                   3     293.52
   1338  ROBE TEE SHIRT                 1535382                   3     293.52
   1339  TEE SHIRT                      1535706                   3     117.42
   1340  TEE SHIRT                      1535714                   3     117.42
   1341  TEE SHIRT                      1535722                   3     117.42
   1342  POLO                           1535811                   4     195.64
   1343  POLO                           1535820                   4     195.64
   1344  POLO                           1535838                   4     195.64
   1345  TEE SHIRT                      1536117                   3     132.09
   1346  TEE SHIRT                      1536133                   3     132.09
   1347  ENSEMBLE TEE SHIRT             1536389                   4     430.52
   1348  ENSEMBLE TEE SHIRT             1536397                   4     430.52
   1349  ENSEMBLE TEE SHIRT             1536400                   4     430.52
   1350  ENSEMBLE TEE SHIRT             1536478                   4     430.52
   1351  ENSEMBLE TEE SHIRT             1536486                   4     430.52
   1352  ENSEMBLE TEE SHIRT             1536494                   4     430.52
   1353  ENSEMBLE TEE SHIRT             1536591                   4     391.36
   1354  ENSEMBLE TEE SHIRT             1536605                   4     391.36
   1355  ENSEMBLE TEE SHIRT             1536613                   4     391.36
   1356  CALECON                        1539388                   3     176.13
   1357  CALECON                        1539396                   3     176.13
   1358  CALECON                        1539400                   3     176.13
   1359  ROBE A MANCHES                 1539477                   3     359.58
   1360  ROBE A MANCHES                 1539485                   3     359.58
   1361  ROBE A MANCHES                 1539493                   3     359.58
   1362  CHAPEAU                        1551884                   3     102.78
   1363  CHAPEAU                        1551906                   3     102.78
   1364  CHAPEAU                        1551922                   3     102.78
   1365  CASQUETTE                      1552260                   3      88.08
   1366  CASQUETTE                      1552287                   3      88.08
   1367  BANDEAU                        1553356                   3      73.38
   1368  BANDEAU                        1554743                   3      80.73
   1369  BANDEAU                        1554816                   3      80.73
   1370  SALOPETTE                      1558951                   3     293.52
   1371  SALOPETTE                      1558960                   3     293.52
   1372  SALOPETTE                      1558978                   3     293.52
   1373  MI CHAUSSETTE                  1564501                   3      66.03
   1374  MI CHAUSSETTE                  1564510                   3      66.03
   1375  MI CHAUSSETTE                  1564528                   3      66.03
   1376  MI CHAUSSETTE                  1564749                   2      44.02
   1377  MI CHAUSSETTE                  1564757                   2      44.02
   1378  BERMUDA                        1570889                   3      88.08
   1379  BERMUDA                        1570897                   3      88.08
   1380  BERMUDA                        1570900                   3      88.08
   1381  CHAUSSON                       1506048                   1      70.43
   1382  CHAUSSON                       1506064                   1      70.43
   1383  CHAUSSON                       1506072                   2     140.86
   1384  CHAUSSON                       1506080                   2     140.86
   1385  CHAUSSURES                     1561359                   1     133.66
   1386  CHAUSSURES                     1561456                   1     143.94
   1387  CHAUSSURES                     1561464                   1     143.94
   1388  CHAUSSURES                     1561472                   2     287.88
   1389  CHAUSSURES                     1561480                   2     287.88
   1390  CHAUSSURES                     1561588                   1     113.11
   1391  CHAUSSURES                     1561596                   1     113.11
   1392  CHAUSSURES                     1561600                   2     226.22
   1393  CHAUSSURES                     1561618                   2     226.22
   1394  TENNIS TOILE                   1561987                   2      92.54
   1395  TENNIS TOILE                   1561995                   3     138.81
   1396  TENNIS TOILE                   1561995                   1      46.27
   1397  TENNIS TOILE                   1562002                   4     185.08
   1398  TENNIS TOILE                   1562010                   4     185.08
   1399  TEE SHIRT BASIC                1566903                   2      97.82
   1400  TEE SHIRT BASIC                1566911                   2      97.82
   1401  TEE SHIRT BASIC                1566920                   2      97.82
   1402  TEE SHIRT BOUTONNE             1565257                   1     122.31
   1403  TEE SHIRT BOUTONNE             1565265                   2     244.62
   1404  TEE SHIRT BOUTONNE             1565273                   3     366.93
   1405  TEE SHIRT RAYE                 1565290                   1      48.91
   1406  TEE SHIRT RAYE                 1565303                   1      48.91
   1407  TEE SHIRT RAYE                 1565311                   1      48.91
   1408  JUPE IMPRIMEE                  1565346                   2     195.68
   1409  JUPE IMPRIMEE                  1565354                   3     293.52
   1410  JUPE IMPRIMEE                  1565362                   2     195.68
   1411  CALECON IMPRIME                1565451                   2     244.62
   1412  CALECON IMPRIME                1565460                   3     366.93
   1413  CALECON IMPRIME                1565478                   3     366.93
   1414  CALECON IMPRIME                1565486                   2     244.62
   1415  SALOPETTE VICHY                1565583                   2     391.38
   1416  SALOPETTE VICHY                1565591                   2     391.38
   1417  SALOPETTE VICHY                1565605                   2     391.38
   1418  SALOPETTE VICHY                1565613                   2     391.38
   1419  PANTALON CIGARETTE             1565702                   2     293.54
   1420  PANTALON CIGARETTE             1565710                   2     293.54
   1421  PANTALON CIGARETTE             1565729                   2     293.54
   1422  PANTALON CIGARETTE             1565737                   1     146.77
   1423  ROBE EN VOILE                  1565761                   2     391.38
   1424  ROBE EN VOILE                  1565770                   3     587.07
   1425  ROBE EN VOILE                  1565788                   3     587.07
   1426  ROBE EN VOILE                  1565796                   2     391.38
   1427  CEINTURE ECHARPE               1566814                   2     127.20
   1428  CEINTURE TUBE                  1566830                   3     146.73
   1429  GILET RAYE                     1526901                   1     171.23
   1430  GILET RAYE                     1526910                   1     171.23
   1431  GILET RAYE                     1526928                   1     171.23
   1432  TEE SHIRT BASIC                1527282                   3     146.73
   1433  TEE SHIRT BASIC                1527290                   3     146.73
   1434  TEE SHIRT BASIC                1527304                   3     146.73
   1435                                 272817.                   1     150.63
   1436  DORS BIEN VELOURS              1575180                   1      73.39
   1437  DORS BIEN VELOURS              1575198                   1      73.39
   1438  DORS BIEN VELOURS              1575201                   2     146.78
   1439  DORS BIEN VELOURS              1575210                   3     220.17
   1440  DORS BIEN VELOURS              1575228                   3     220.17
   1441  DORS BIEN VELOURS              1575260                   1      73.39
   1442  DORS BIEN VELOURS              1575279                   1      73.39
   1443  DORS BIEN VELOURS              1575287                   2     146.78
   1444  DORS BIEN VELOURS              1575295                   3     220.17
   1445  DORS BIEN VELOURS              1575309                   3     220.17
   1446  JUPE EN LIN                    1525581                   2     293.54
   1447  JUPE EN LIN                    1525590                   3     440.31
   1448  JUPE EN LIN                    1525603                   3     440.31
   1449  JUPE EN LIN                    1525611                   2     293.54
   1450  VESTE DE TRAVAIL               1525778                   1     195.69
   1451  VESTE DE TRAVAIL               1525786                   1     195.69
   1452  VESTE DE TRAVAIL               1525794                   1     195.69
   1453  PANTALON TOILE                 1527037                   2     391.38
   1454  PANTALON TOILE                 1527045                   2     391.38
   1455  PANTALON TOILE                 1527053                   2     391.38
   1456  PANTALON TOILE                 1527061                   2     391.38
   1457  TEE SHIRT BASIC                1527240                   3     146.73
   1458  TEE SHIRT BASIC                1527258                   3     146.73
   1459  TEE SHIRT BASIC                1527266                   3     146.73
   1460  CULOTTE BASSE DENTEL           1374168                   2     156.28
   1461  CULOTTE BASSE DENTEL           1374176                   2     156.28
   1462                                 1374222                   2     166.58
   1463                                 1374230                   2     166.58
   1464  BRASSIERE TRICOT               1475134                  10     440.30
   1465  BODY CROISE                    1518860                   6     152.64
   1466  BODY CROISE                    1518887                  10     254.40
   1467  CULOTTE HUBLOT                 1519336                   2      28.38
   1468  DORS BIEN                      1544810                   2     176.12
   1469  DORS BIEN                      1544829                   2     176.12
   1470  DORS BIEN                      1544837                   2     176.12
   1471  ROBE BAPTEME                   1550020                   2     303.32
   1472  ROBE BAPTEME                   1550039                   2     303.32
   1473  ROBE BAPTEME                   1550047                   2     303.32
   1474  ROBE BAPTEME                   1550055                   1     151.66
   1475  ROBE BAPTEME                   1550063                   1     151.66
   1476  ENSEMBLE BAPTEME               1550144                   1     141.89
   1477  ENSEMBLE BAPTEME               1550152                   1     141.89
   1478  ENSEMBLE BAPTEME               1550160                   1     141.89
   1479  BOTTONS TISSU                  1562746                   3     177.33
   1480  BOTTONS TISSU                  1562754                   3     177.33
   1481  BOTTONS TISSU                  1562762                   3     177.33
   1482  LOT 50 CINTRES 45 CM           1520873                   1     217.24
   1483  CALECON COTON-LYCRA            296880                    3     154.11
   1484  CULOTTE BASSE DENTEL           1374141                   2     111.56
   1485  CULOTTE BASSE DENTEL           1374150                   2     111.56
   1486  TEE SHIRT                      1381920                   1      11.99
   1487  TEE SHIRT                      1381920                   1      11.99
   1488  TEE SHIRT                      1381938                   1      11.99
   1489  BRASSIERE TRICOT/GAZETTE/BASIC 1475126                   3      92.46
   1490  PANTALON STRETCH VIC           1570978                   3     410.94
   1491  PANTALON STRETCH VIC           1570986                   3     410.94
   1492  PANTALON STRETCH VIC           1570994                   3     410.94
   1493  TEE SHIRT BASIC                1566946                   2      68.48
   1494  TEE SHIRT BASIC                1566954                   2      68.48
   1495  TEE SHIRT BASIC                1566962                   2      68.48
   1496  ROBE SANS MANCHE               1527800                   3     143.82
   1497  ROBE SANS MANCHE               1527819                   3     143.82
   1498  ROBE SANS MANCHE               1527827                   3     143.82
   1499  BARBOTEUSE                     1528416                   3     164.37
   1500  BARBOTEUSE                     1528424                   3     164.37
   1501  ROBE SANS MANCHE               1529390                   4     232.88
   1502  ROBE SANS MANCHE               1529404                   4     232.88
   1503  ROBE SANS MANCHE               1529412                   4     232.88
   1504  SALOPETTE DENIM                1539132                   2     308.22
   1505  SALOPETTE DENIM                1539140                   2     308.22
   1506  SALOPETTE DENIM                1539159                   2     308.22
   1507  SALOPETTE DENIM                1539167                   2     308.22
   1508  DORS BIEN JERSEY               1544047                   5     205.50
   1509  ENSEMBLE TEE SHIRT             1549154                   2     102.74
   1510  ENSEMBLE TEE SHIRT             1549162                   4     205.48
   1511  ENSEMBLE TEE SHIRT             1549170                   3     154.11
   1512  BANDEAU                        1553496                   3      51.36
   1513  BANDEAU                        1554468                   3      56.52
   1514  TENNIS TOILE                   1561855                   2      64.78
   1515  TENNIS TOILE                   1561863                   4     129.56
   1516  TENNIS TOILE                   1561871                   4     129.56
   1517  TENNIS TOILE                   1561880                   4     129.56
   1518  CORSAIRE IMPRIME               1566105                   1      75.34
   1519  CORSAIRE IMPRIME               1566113                   2     150.68
   1520  CORSAIRE IMPRIME               1566121                   3     226.02
   1521  CORSAIRE IMPRIME               1566130                   2     150.68
   1522  CEINTURE TUBE                  1566466                   3     102.72
   1523  JUPE IMPRIMEE                  1566857                   2     136.98
   1524  JUPE IMPRIMEE                  1566865                   3     205.47
   1525  JUPE IMPRIMEE                  1566873                   2     136.98
   1526  PYJAMA                         1576941                   2      82.20
   1527  PYJAMA                         1576968                   2      82.20
   1528  CHEMISE DE NUIT                1576992                   1      41.10
   1529  CHEMISE DE NUIT                1577018                   1      41.10
   1530  SALOPETTE COURTE               1583441                   2     113.00
   1531  SALOPETTE COURTE               1583450                   2     113.00
   1532  SALOPETTE COURTE               1583468                   2     113.00
   1533  PANTALON                       1583662                   2      99.32
   1534  PANTALON                       1583670                   2      99.32
   1535  PANTALON                       1583689                   2      99.32
   1536  BARBOTEUSE                     1586610                   2     174.66
   1537  BARBOTEUSE                     1586629                   2     174.66
   1538  TEE SHIRT                      1381946                   2      23.98
   1539  TEE SHIRT                      1382209                   6      71.94
   1540  TEE SHIRT                      1382225                   1      11.99
   1541  TEE SHIRT                      1382225                   2      23.98
   1542  TEE SHIRT                      1382306                   1      11.99
   1543  POLO "BASIC"                   1383841                   1      18.84
   1544  POLO "BASIC"                   1383850                   1      18.84
   1545  POLO "BASIC"                   1388045                   1      18.84
   1546  POLO "BASIC"                   1388053                   1      18.84
   1547  POLO "BASIC"                   1388061                   1      18.84
   1548  POLO "BASIC"                   1388061                   1      18.84
   1549  TEE SHIRT MIXTE                1387570                   6      71.94
   1550  TEE SHIRT MIXTE                1387588                   6      71.94
   1551  TEE SHIRT MIXTE                1387596                   6      71.94
   1552  TEE SHIRT MIXTE                1387642                   2      23.98
   1553  TEE SHIRT MIXTE                1387650                   2      23.98
   1554  TEE SHIRT MIXTE                1529676                   2      23.98
   1555  CHASUBLE                       1524968                   2     205.48
   1556  CHASUBLE                       1524976                   3     308.22
   1557  CHASUBLE                       1524984                   3     308.22
   1558  CHASUBLE                       1524992                   2     205.48
   1559  CHEMISIER                      1528734                   4     178.08
   1560  CHEMISIER                      1528742                   4     178.08
   1561  CHEMISIER                      1528750                   4     178.08
   1562  SALOPETTE COURTE               1541226                   3     169.50
   1563  SALOPETTE COURTE               1541234                   3     169.50
   1564  SALOPETTE COURTE               1541242                   3     169.50
   1565  SALOPETTE COURTE               1541331                   3     169.50
   1566  SALOPETTE COURTE               1541340                   3     169.50
   1567  SALOPETTE COURTE               1541358                   3     169.50
   1568  CHAPEAU                        1551680                   2      54.80
   1569  CHAPEAU                        1551701                   2      54.80
   1570  CHAPEAU                        1551728                   2      54.80
   1571  BOB                            1552066                   2      47.96
   1572  BOB                            1552082                   2      47.96
   1573  BOB                            1552104                   2      47.96
   1574  BANDEAU                        1553631                   3      51.36
   1575  CASQUETTE                      1553755                   3      51.36
   1576  CASQUETTE                      1553771                   3      51.36
   1577  CASQUETTE                      1553798                   3      51.36
   1578  BANDEAU                        1554603                   3      56.52
   1579  CHAPEAU                        1555057                   2      54.80
   1580  CHAPEAU                        1555073                   2      54.80
   1581  CASQUETTE                      1555456                   3      61.65
   1582  CASQUETTE                      1555472                   3      61.65
   1583  CULOTTE BOUFFANTE              1559168                   1      30.82
   1584  CULOTTE BOUFFANTE              1559176                   1      30.82
   1585  CULOTTE BOUFFANTE              1559184                   1      30.82
   1586  MI CHAUSSETTE                  1564676                   2      30.82
   1587  MI CHAUSSETTE                  1564684                   2      30.82
