
Record#  PRONAME                        DES                     QTY      PRICE
    536  MI CHAUSSETTE                  1564188                   3      66.03
    537  MI CHAUSSETTE                  1564196                   3      66.03
    538  MI CHAUSSETTE                  1564390                   3      66.03
    539  MI CHAUSSETTE                  1564404                   3      66.03
    540  MI CHAUSSETTE                  1564412                   3      66.03
    541  MI CHAUSSETTE                  1564609                   2      44.02
    542  MI CHAUSSETTE                  1564617                   2      44.02
    543  MI CHAUSSETTE                  1564811                   2      44.02
    544  MI CHAUSSETTE                  1564820                   2      44.02
    545  TEE SHIRT                      1381610                   2      29.38
    546  TEE SHIRT                      1381628                   6      88.14
    547  TEE SHIRT                      1381725                   6      88.14
    548  TEE SHIRT                      1381733                   6      88.14
    549  TEE SHIRT                      1381741                   6      88.14
    550  TEE SHIRT                      1381920                   6      88.14
    551  TEE SHIRT                      1381938                   6      88.14
    552  TEE SHIRT                      1381946                   6      88.14
    553  TEE SHIRT                      1382306                   6      88.14
    554  TEE SHIRT                      1382314                   6      88.14
    555  TEE SHIRT                      1382322                   6      88.14
    556  POLO "BASIC"                   1383655                   5     122.30
    557  POLO "BASIC"                   1383760                   5     122.30
    558  TEE SHIRT MIXTE                1387200                   6     117.42
    559  TEE SHIRT MIXTE                1387278                   6     117.42
    560  TEE SHIRT MIXTE                1387642                   6     117.42
    561  TEE SHIRT MIXTE                1387650                   6     117.42
    562  TEE SHIRT MIXTE                1387669                   6     117.42
    563  TEE SHIRT MIXTE                1529668                   6     117.42
    564  TEE SHIRT MIXTE                1529676                   6     117.42
    565  TEE SHIRT MIXTE                1529684                   6     117.42
    566  POLO MIXTE                     1388410                   6     176.16
    567  PANTALON GARCON                1523619                   4     215.24
    568  PANTALON GARCON                1523627                   4     215.24
    569  PANTALON GARCON                1523635                   4     215.24
    570  PANTALON GARCON                1523708                   4     215.24
    571  PANTALON GARCON                1523716                   4     215.24
    572  PANTALON GARCON                1523724                   4     215.24
    573  PANTALON                       1523414                   4     195.64
    574  PANTALON                       1523422                   4     195.64
    575  PANTALON GARCON                1523473                   4     215.24
    576  PANTALON GARCON                1523481                   4     215.24
    577  PANTALON GARCON                1523490                   4     215.24
    578  SALOPETTE COURTE               1523783                   3     146.73
    579  SALOPETTE COURTE               1523791                   3     146.73
    580  SALOPETTE COURTE               1523805                   3     146.73
    581  POLO RAYE                      1532413                   4     156.56
    582  POLO RAYE                      1532421                   4     156.56
    583  POLO RAYE                      1532430                   4     156.56
    584  POLO RAYE                      1532553                   3     132.09
    585  POLO RAYE                      1532561                   3     132.09
    586  POLO RAYE                      1532570                   3     132.09
    587  TEE SHIRT                      1537202                   3      88.08
    588  SALOPETTE LONGUE               1541021                   3     205.47
    589  SALOPETTE LONGUE               1541030                   3     205.47
    590  SALOPETTE LONGUE               1541048                   3     205.47
    591  SALOPETTE LONGUE               1541110                   3     205.47
    592  SALOPETTE LONGUE               1541129                   3     205.47
    593  SALOPETTE LONGUE               1541137                   3     205.47
    594  BANDEAU                        1552597                   3      58.71
    595  BANDEAU                        1552651                   3      58.71
    596  BANDEAU                        1552708                   3      58.71
    597  BANDEAU                        1552759                   3      58.71
    598  BANDEAU                        1553011                   3      58.71
    599  TEE SHIRT                      1381636                   6      88.14
    600  TEE SHIRT                      1381644                   6      88.14
    601  POLO "BASIC"                   1383647                   5     122.30
    602  POLO "BASIC"                   1383663                   5     122.30
    603  POLO "BASIC"                   1383744                   5     122.30
    604  POLO "BASIC"                   1388045                   5     122.30
    605  POLO "BASIC"                   1388053                   5     122.30
    606  POLO "BASIC"                   1388061                   5     122.30
    607  TEE SHIRT MIXTE                1387189                   6     117.42
    608  TEE SHIRT MIXTE                1387197                   6     117.42
    609  TEE SHIRT MIXTE                1387260                   6     117.42
    610  TEE SHIRT MIXTE                1387286                   6     117.42
    611  POLO MIXTE                     1388134                   6     176.16
    612  POLO MIXTE                     1388142                   6     176.16
    613  POLO MIXTE                     1388150                   6     176.16
    614  POLO MIXTE                     1388207                   6     176.16
    615  POLO MIXTE                     1388215                   6     176.16
    616  POLO MIXTE                     1388223                   6     176.16
    617  POLO MIXTE                     1388428                   6     176.16
    618  POLO MIXTE                     1388436                   6     176.16
    619  POLO MIXTE                     1529730                   6     176.16
    620  POLO MIXTE                     1529749                   2      58.72
    621  POLO MIXTE                     1529757                   6     176.16
    622  SALOPETTE LONGUE               1521780                   4     234.84
    623  SALOPETTE LONGUE               1521799                   4     234.84
    624  SALOPETTE LONGUE               1521802                   4     234.84
    625  SALOPETTE                      1522531                   2     127.20
    626  SALOPETTE                      1522540                   2     127.20
    627  SALOPETTE                      1522558                   2     127.20
    628  SALOPETTE COURTE               1522698                   2     107.62
    629  SALOPETTE COURTE               1522701                   2     107.62
    630  SALOPETTE COURTE               1522710                   2     107.62
    631  PANTALON                       1523406                   4     195.64
    632  POLO RAYE                      1532316                   4     156.56
    633  POLO RAYE                      1532324                   4     156.56
    634  POLO RAYE                      1532332                   4     156.56
    635  POLO RAYE                      1532480                   3     132.09
    636  POLO RAYE                      1532499                   3     132.09
    637  POLO RAYE                      1532502                   3     132.09
    638  TEE SHIRT                      1537180                   3      88.08
    639  TEE SHIRT                      1537199                   3      88.08
    640  TEE SHIRT                      1539655                   2      48.92
    641  TEE SHIRT                      1539663                   2      48.92
    642  TEE SHIRT                      1539671                   2      48.92
    643  TEE SHIRT                      1539744                   2      48.92
    644  TEE SHIRT                      1539752                   2      48.92
    645  TEE SHIRT                      1539760                   2      48.92
    646  SALOPETTE LONGUE               1540564                   2     146.78
    647  SALOPETTE LONGUE               1540572                   2     146.78
    648  SALOPETTE LONGUE               1540580                   2     146.78
    649  BANDEAU                        1554280                   3      66.03
    650  BANDEAU                        1554336                   3      66.03
    651  BANDEAU                        1554387                   3      66.03
    652  GILET                          1557351                   2     127.20
    653  GILET                          1557360                   2     127.20
    654  GILET                          1557378                   2     127.20
    655  GILET                          1557424                   2     127.20
    656  GILET                          1557432                   2     127.20
    657  GILET                          1557440                   2     127.20
    658  GILET                          1557548                   2     117.42
    659  GILET                          1557556                   2     117.42
    660  GILET                          1557564                   2     117.42
    661  GILET                          1557637                   2     117.42
    662  GILET                          1557645                   2     117.42
    663  GILET                          1557653                   2     117.42
    664  BOTTON TISSU                   1506552                   2     119.28
    665  BOTTON TISSU                   1506560                   2     119.28
    666  BOTTON TISSU                   1506579                   2     119.28
    667  BOTTONS CUIR                   1562223                   2     143.94
    668  BOTTONS CUIR                   1562231                   2     143.94
    669  BOTTONS CUIR                   1562240                   2     143.94
    670  BOTTONS CUIR                   1562355                   2     143.94
    671  BOTTONS CUIR                   1562363                   2     143.94
    672  BOTTONS CUIR                   1562371                   2     143.94
    673  BOTTONS TISSU                  1562622                   3     177.33
    674  BOTTONS TISSU                  1562630                   3     177.33
    675  BOTTONS TISSU                  1562649                   3     177.33
    676  BOTTONS TISSU                  1562878                   1      59.11
    677  BOTTONS TISSU                  1562886                   1      59.11
    678  BOTTONS TISSU                  1562894                   1      59.11
    679  BOTTONS TISSU                  1563009                   3     200.49
    680  BOTTONS TISSU                  1563017                   3     200.49
    681  BOTTONS TISSU                  1563025                   3     200.49
    682  BOTTONS TISSU                  1563130                   3     177.33
    683  BOTTONS TISSU                  1563149                   3     177.33
    684  BOTTONS TISSU                  1563157                   3     177.33
    685  BOTTONS TISSU                  1563262                   3     177.33
    686  BOTTONS TISSU                  1563270                   3     177.33
    687  BOTTONS TISSU                  1563289                   3     177.33
    688  PARURE BERC.CHAT*              1450956                   1     119.86
    689  PARURE LIT CHAT                1451022                   2     264.18
    690  BAVOIR "CHAT"                  1451278                  10     195.70
    691  BAVOIR MCHE "CHAT"             1451308                   4     137.04
    692  PEIGNOIR "CHAT" *              1451359                   2     288.62
    693  SORTIE BAIN "CHAT"             1451634                   6     557.76
    694  SERVIETTE B. CHAT*             1451677                   8     547.92
    695  HOUSSE MAT. LANGER             1452673                   2     118.58
    696  TROUSSE TOILETTE*              1452827                   2     107.80
    697  BAVOIR NAIS.CHATS              1460862                  10     146.90
    698  PARURE LIT IMP. T&Z            1450980                   3     293.52
    699  BAVOIR "T & Z"                 1451260                   4      78.28
    700  BAVOIR MCHE "T&Z"              1451316                   4     137.04
    701  PEIGNOIR "T&Z" *               1451421                   2     288.62
    702  PEIGNOIR CHAMBRAY*             1451472                   2     278.86
    703  PEIGNOIR CHAMBRAY*             1451499                   2     288.62
    704  SORTIE BAIN "T&Z"              1451618                   6     557.76
    705  SORTIE BAIN "T&Z"              1451642                   6     557.76
    706  SERVIETTE B. T&Z *             1451685                   8     547.92
    707  PROTEGE BIB. T&Z               1545361                   6      97.02
    708  SERVIETTE+GANT*                1521209                   8     547.92
    709  BAVOIR VELCRO                  1521268                  12     264.12
    710  PARURE LIT BRODEE              1521276                   2     244.62
    711  PARURE LIT COCOTTE             1521284                   3     293.52
    712  PARURE LIT NA                  1257609                   2     254.40
    713  PARURE BERCEAU ND              1257633                   2     195.68
    714  HOUSSE MAT. LANGER             1261223                   2     118.58
    715  DRAP HOUSSE 40X80              1259890                   6     146.76
    716  DRAP HOUS.60X120               1259903                  18     616.68
    717  PARURE LIT CROQUET*            1460838                   2     156.54
    718  DRAP HOUSSE 52X82*             1465287                   6     176.16
    719  CADRE GENEALOGIQUE "           1461346                   3     242.52
    720  LIT NATUREL 60X120             1462105                   4    1850.76
    721  LIT BLANC 60X120               1462091                   4    2056.40
    722  FLECHE EPINGLE*                1453050                   1     131.10
    723  FAUTEUIL CLUB                  1461354                   3     539.82
    724  FAUTEUIL CLUB                  1538136                   3     539.82
    725  MAT SECUR 60X120*              1256068                   1     182.51
    726  OREILLER LIT 40X60             1256491                   2      60.68
    727  COUVERTURE NID AB.             1259768                  12     801.96
    728  OREIL.SECU 40X60*              1260421                   2      71.98
    729  CHAISE MONACO PVC              1452371                   2     323.38
    730  TRANSAT BALANCELLE             1451960                   2     350.34
    731  LITTLE TRANSIT*                1453181                   2     592.88
    732  MAXI COSI PLUS                 1536702                   2     743.78
    733  LIT PARC SIDNEY                1452070                   2     538.98
    734  TRANSAT PLIANT*                1453270                   2     280.26
    735  TAPIS TISSE "T&Z"*             1460935                   2     538.98
    736  HOUSSE MAT. LANGER             1452681                   2     118.58
    737  CORBEILLE RECT. T&Z            1452789                   1     156.30
    738  TAPIS TISSU "T&Z"              1462415                   3     646.77
    739  DESSUS LIT T&Z                 1451111                   4     684.92
    740  COUSSIN CHAISE PVC             1452517                   2      97.02
    741  OMBRELLE TOM ET ZOE*           1453211                   2     188.62
    742  LAMPE  CHEVET T&Z              1460900                   1     202.11
    743  SERRE LIVRES T&Z               1461877                   2     226.38
    744  SAC NUIT "T&Z"60CM             1568825                   2     156.54
    745  REDUCTEUR TRANSAT              1451995                   2     107.80
    746  MATELAS PVC                    1452177                   3     161.70
    747  TROUSSE TOILETTE*              1452819                   2     107.80
    748  MATELAS PVC COMMODE            1453106                   2     107.80
    749  HABILLAGE SONIC/CLA*           1453157                   1     242.54
    750  HAMAC TOM ET ZOE               1520458                   3     574.02
    751  DESSUS LIT CHAMBRAY            1521187                   4     645.76
    752  ENTOURAGE LIT T&Z              1451200                   4     440.36
    753  SAC POUSSETTE                  1455915                   4     797.64
    754  COUFFINETTE*                   1462199                   1     204.81
    755  NID COUFFIN TOM ET Z           1451065                   3     440.31
    756  SAC DOS LANGER*                1452703                   1     196.73
    757  VANITY SOUPLE*                 1452762                   2     323.38
    758  SAC VOYAGE                     1460960                   2     377.28
    759  PARURE DE LIT                  1521179                   2     254.40
    760  ENTOURAGE DE LIT               1521195                   4     508.80
    761  SAC DE NUIT 60 CM              1570544                   2     156.54
    762  MEUBLE A LANGER                1256696                   2     808.46
    763  CHASSIS CLASS                  1567632                   1     455.43
    764  LIT PLIANT DEHOUSSA*           1539841                   2     538.98
    765  CHASSIS CLASS                  1520440                   1     455.43
    766  CHAISE FUTURA                  1542362                   2     560.54
    767  SIEGE AUTO "CONFORT*           1572512                   2     916.22
    768  SIEGE AUTO"CONFORT"            1573373                   2     916.22
    769  NAC.SECU.CLASS/SONI*           1497235                   2    1509.12
    770  CHASSIS SONIC                  1520431                   6    2732.58
    771  PANIER PRATILANGE              1261860                   1      53.90
    772  POUSSETTE DUO POIS             1449974                   1     727.61
    773  POUSSETTE SEVILLE              1556398                   4    2910.44
    774  BAIG. ANATOMIQUE                                        12     452.76
    775  NAC.SECU.CLASS/SONI*           1452304                   2    1509.12
    776  BARRIERE SEPARATION*           1460692                   1     196.73
    777   BARRIERE DE LIT               1260960                   6     517.38
    778  BERCEAU PLIANT                 1460781                   2     851.58
    779  BARRIERE METALLIQUE            1460706                   1     196.73
    780  MAXI TAXI PLUS*                1502484                   4    1293.56
    781  S.AUTO CLUB*                   1452266                   2     646.78
    782   LIT PARK'N PLAY               1345052                   2     856.98
    783  EASY BOB                       1564889                   2     743.78
    784  REHAUSSEUR LUXE*               1451820                   1      80.84
    785  BAIGN.ADAPTABLE                                          5     485.05
    786  CHAISE  LAQUEE                 325422.                   2     463.52
    787   RANGE COUCHE                  327271.                   3     404.22
    788  VASE ANATOMIQUE*               1258702                   6      97.02
    789  VASE ANATOMIQUE*               1258710                   6      97.02
    790  MATELAS A LANGER               1259377                   4     172.44
    791  OMBRELLE                       1260820                   4     323.36
    792  BABY SEAT UP*                  1261070                   2     204.82
    793  TRANSAT DE BAIN                1261088                   8     517.52
    794  BAIGNOIRE GONFLABLE*           1262548                   2     140.14
    795  BOMBE LUBRIFIANTE              1449524                   6     132.00
    796  PROTEGE PLAQUE CUIS*           1451693                   2     183.26
    797  EXT.BARRIERE 15 CM             1489763                   1      40.41
    798  PORTE BEBE PANORAMI*           1550225                   2     344.94
    799  PORTE BEBE PANORAMIC           1550233                   2     344.94
    800  FLECHE+CIEL LIT BERC           1460790                   2     242.54
    801  SIEGE TOC LOC*                 1345680                   2     366.52
    802  REDUCTEUR WC*                  1259580                   6     226.38
    803  HOUSSE S.AUTO                  1260979                   4     366.52
    804  HABILLAGE PLUIE CANN           1261797                   1     134.74
    805  FILET DE POUSSETTE             1453130                  10     269.40
    806  POT OURSON MUSICAL*            1460676                   2     123.98
    807  POT OURSON MUSICAL*            1460684                   2     123.98
    808  HABIL.COUFFIN OSIER*           1464396                   1     247.93
    809  PARE SOLEIL EASY BOB           1564870                   1      75.46
    810  LIT PLIANT 120X60              1452061                   2     377.28
    811  TABLE A LANGER                 1451898                   3     485.07
    812  TRANSAT BALANCELLE             1462210                   2     350.34
    813  TRANSAT PLIANT*                1453289                   2     280.26
    814  POUSS.CANNE 5 POS*             1452622                   6    1455.24
    815  NAC.SECU.CLASS/SONI*           1452290                   2    1509.12
    816  CHAISE MONACO PVC              1452380                   2     323.38
    817  PRATILANGE                     1460765                   2     485.08
    818  MAXI COSI PLUS                 1489666                   2     743.78
    819  TAPIS TISSE "CHAT"*            1460943                   3     808.47
    820  PORTE BB LUXE                  1451910                   2     280.26
    821  COUSSIN CHAISE PVC             1452509                   2      97.02
    822  COUSSIN CHAISE CHATS           1452649                   2     161.68
    823  SAC DOS LANGER*                1452690                   1     196.73
    824  SAC A LANGER CHAT*             1452738                   1     202.11
    825  CORBEILLE RECT.                1452770                   1     156.30
    826  TOISE  "CHAT"                  1452835                   2     194.02
    827  MATELAS PVC COMMODE            1453114                   2     107.80
    828  NID COUFFIN MAXI COS           1453262                   1     148.21
    829  LAMPE CHEVET CHAT              1460919                   1     202.11
    830  APPLIQUE CHAT                  1462547                   1     161.69
    831  OMBRELLE CHAT                  1520369                   2     188.62
    832  HAMAC CHAT                     1520423                   3     574.02
    833  COUFFINETTE                    1452045                   1     204.81
    834  MATELAS PVC                    1452185                   3     161.70
    835  TAPIS PARC PVC                 1452479                   3     161.70
    836  SAC POUSSETTE                  1452568                   4     797.64
    837  SAC NUIT "CHAT"60CM            1568833                   2     156.54
    838  COUVERTURE POLAIRE             1574205                   6     528.36
    839  TAPIS D'EVEIL                  1444190                   3     709.47
    840  HOUSSE COUETTE CHAT*           1451049                   1     183.46
    841  NID COUFFIN "CHAT"             1451081                   3     462.33
    842  DESSUS LIT "CHAT"              1451197                   4     714.28
    843  HABILLAGE SONIC/CLA*           1452282                   1     242.54
    844  SAC VOYAGE "CHAT"              1460978                   2     377.28
    845  VANITY SOUPLE*                 1461036                   2     323.38
    846  ENTOURAGE LIT "CHAT"           1451243                   4     684.92
    847  REDUCTEUR DE TRANSAT           1453300                   2     107.80
    848  SAC DE NUIT 80CM               1574140                   1     132.09
    849  TRANSAT BALANCELLE             1533835                   2     350.34
    850  TRANSAT PLIANT                 1533843                   2     280.26
    851  TOUR DE LIT                    1521241                   4     508.80
    852  DESSUS DE LIT                  1521250                   4     547.96
    853  SAC DE VOYAGE CC               1521330                   2     215.58
    854  VANITY SOUPLE                  1521349                   3     161.70
    855  TROUSSE TOILETTE               1521357                   4      86.24
    856  REDUCTEUR DE TRANSAT           1533851                   2     107.80
    857  SAC NUIT 60 COCOTTE            1568817                   2     156.54
    858  S.AUTO CLUB*                   1452258                   2     646.78
    859  POUSSETTE BUGGY                1452606                   8    1077.92
    860  MAXI COSI PLUS*                1477366                   2     743.78
    861  REHAUSSEUR LUXE*               1451812                   1      80.84
    862  OMBRELLE                       1452312                   2     188.62
    863  NID COUFFIN MAXI CO*           1460820                   1     148.21
    864  S.A.CLUB*                      1460803                   2     646.78
    865  LITTLE TRANSIT*                1453173                   2     592.88
    866  CHAISE FUTURA                  1568841                   2     560.54
    867  SAC POUSSETTE*                 1259733                   4     797.64
    868  OMBRELLE                       1260804                   2     163.82
    869  HAMAC PETIT OURS               1520415                   2     382.68
    870  COUFFIN OSIER                  1452126                   3    1212.69
    871  NID COUFFIN "NID A."           1257960                   3     440.31
    872  DESSUS DE LIT                  1258010                   2     342.46
    873  CORBEILLE RECT.NA              1258648                   1     156.30
    874  TOUR  LIT "NID AB."            1258028                   2     313.12
    875  RANGE COUCHES N.A              1258214                   2     185.92
    876  TRAVERSIN NAISSANCE            1258230                   2      68.52
    877  SAC NUIT "N.AB"60CM            1568809                   2     156.54
    878  CIEL  DE LIT                   1257595                   1     192.79
    879  SAC DE NUIT CHAMB              1521152                   2     264.18
    880  CHAISE HTE NATURELLE           325414.                   2     355.72
    881  TOISE "COCOTTE"                1545426                   2     161.68
    882  PORTE MANT. CC                 1545434                   2     161.68
    883  PTIT TOMZOE POP*               1462466                  50    1443.50
    884  GRAND TOMZOE POPELIN           1463390                  50    1443.50
    885  CHAT POPELINE NON I*           1464329                  50    1443.50
    886  DEC ARM+COM COEUR BL           1464167                   3     716.43
    887  DEC ARM+COM COEUR PI           1464183                   3     805.98
    888  DECOR ARM+COM OURS B           1464159                   3     716.43
    889  DEC ARM+COM OURS PIN           1464175                   3     805.98
    890  COMM 3 TIROIR BLANCH           1464264                   3    3940.32
    891  COMM 3 TIROIRS PIN             1464256                   3    4298.49
    892  ARMOIRE 2 PORTES BLC           1464280                   1    1791.04
    893  ARMOIRE 2 PORTES PIN           1464272                   1    1910.46
    894  LIT TRANSF OURS PIN            1464213                   3    3402.99
    895  LIT TRANSF COEUR PIN           1464221                   3    3402.99
    896  TIROIR DE LIT BLANC            1447084                   1     313.44
    897  TIROIR DE LIT PIN              1447114                   1     313.44
    898  KIT TRANSF LIT PIN             1464230                   1     656.71
    899  ARMOIRE 2 PORTES BLC           1464280                   1    1791.04
    900  ARMOIRE 2 PORTES PIN           1464272                   1    1910.46
    901  COFFRE BLANC COEUR             1447149                   1     686.57
    902  COFFRE BLC OURS BLEU           1447157                   1     686.57
    903  LIT TRANSF OURS BLEU           1464191                   3    3402.99
    904  LIT TRANSF COEUR BLC           1464205                   3    3402.99
    905  PLAN A LANGER                  1464779                   2     308.46
    906  TIROIR DE LIT PIN              1447114                   1     313.44
    907  PLAN A LANGER                  1464760                   2     308.46
    908  COFFRE PIN COEUR               1447165                   1     746.27
    909  COFFRE PIN OURS                1447173                   1     746.27
    910  TIROIR DE LIT BLANC            1447084                   1     313.44
    911  CISEAUX BEBE*                  1259610                   6      64.74
    912  BIB VERRE 125ML*               1260790                  24     219.84
    913  VOITURE SHUTTLE BUS*           1375377                   1      87.40
    914  JOUET DE PARC                  1375393                   1      53.99
    915  JOUET DE PARC                  1375407                   1      53.99
    916  JOUET DE PARC                  1375415                   1      46.27
    917  CUBE EASY BLOCK*               1375431                   1      97.69
    918  COFFRET BAIN WATER*            1375458                   2     128.52
    919  JOUET BAIN                     1375466                   4     113.16
    920  JOUET BAIN                     1375482                   2     133.66
    921  HOCHET TEDDY                   1375504                   2      61.72
    922  BOULIER ACTIVITES              1375555                   2     128.52
    923  BOULIER TEDDY                  1375563                   3     131.10
    924  HOCHET CHAUSSON*               1460730                   3     138.81
    925  BROSSE BOIS                    1460986                   3      97.02
    926  HOCHET CLE                     1520474                   2      30.82
    927  BAIN PM "BIBI"                 1520482                   3      52.89
    928  HOCHET "TWIN R."               1532090                   2      46.28
    929  ANNEAU DENTITION               1532103                   2      20.58
    930  BALLE "WATER BALL"             1532138                   2      61.72
    931  ALBUM P.PELE-MEL               1557300                   3     246.78
    932  ALB.PH."NAISSANCE"             1557327                   3     246.78
    933  ALB.PH."NAISSANCE"             1557335                   3     246.78
    934  BOULIER "GALA"*                1538012                   3     293.07
    935  MOBILE LAPIN BOIS              316784.                   1     154.23
    936  MOBILE MUSICAL OURS            1501720                   1     179.94
    937  PORTIQUE MUSICAL*              1537741                   2     308.46
    938  HOCHET CANETON BAIN            1538055                  10      77.10
    939  HOCHET COEUR                   1538152                   4      41.16
    940  ALBUM P.PELE-MEL               1557319                   3     246.78
    941  BIBERON DOUBLE*                1452550                  10     323.40
    942  TAPIS D'EVEIL                  1461400                   3     447.27
    943  MOBILE PELUCHE OURSO           1518798                   1     146.51
    944  CHENILLE A TRAINER             1537555                   3     138.81
    945  STERILISAT. A FROID            335231.                   8     560.56
    946  BABYCOOK                       111805.                   2     668.32
    947  CHAUFFE BIB.VOIT*              1258443                   1      86.23
    948  BABYSTERIL*                    1260448                   1     167.09
    949  BIBERON VERRE 250ML            1261029                  24     245.76
    950  POLYTHERME BLC BLEU            1261690                   2     140.14
    951  BOITE PROTEGE BIB.P*           1261703                   6     113.22
    952  BABY ALARM/S*                  1520628                   3     727.62
    953  1ER VOLANT                     1537725                   1      61.69
    954  SIEGE TOTA + SAC               242179.                   2     344.94
    955  RECHARGE RANGE COUCH           327263.                  15     323.40
    956  GOBELETS EMPILABLES            1448609                   3      61.68
    957  THERM BAIN BAT*                1451740                   6     113.22
    958  LETTRE BOIS  ALPHABE           1518542                  10      77.10
    959  LETTRE BOIS  ALPHABE           1518550                  10      77.10
    960  LETTRE BOIS  ALPHABE           1518569                  10      77.10
    961  LETTRE BOIS  ALPHABE           1518607                  10      77.10
    962  LETTRE BOIS  ALPHABE           1518623                  10      77.10
    963  LETTRE BOIS  ALPHABE           1518674                  10      77.10
    964  LETTRE BOIS  ALPHABE           1518690                   5      38.55
    965  LETTRE BOIS  ALPHABE           1518704                  10      77.10
    966  LETTRE BOIS  ALPHABE           1518712                  10      77.10
    967  LETTRE BOIS  ALPHABE           1518747                   5      38.55
    968  LETTRE BOIS  ALPHABE           1518771                   5      38.55
    969  VEHICULES ASSORTIS             1532197                  48     370.08
    970  CHIEN A POUSSER                1537156                   3      54.00
    971  MOBILE "MARCHANDS DE           1537369                   1     146.51
    972  MOBILE "COW BOYS"              1537377                   1     146.51
    973  ADAPTATEUR EASY BOB            1571044                   2     183.26
    974  NID EVEIL                      1532154                   2     442.14
    975  CIRCUIT EAU/ACCES*             1547461                   1     128.51
    976  OURSON NAISSANCE               1453777                   1      77.11
    977  OURSON NAISSANCE               1453785                   1      77.11
    978  LETTRE BOIS  ALPHABE           1518534                  10      77.10
    979  LETTRE BOIS  ALPHABE           1518577                  10      77.10
    980  LETTRE BOIS  ALPHABE           1518585                  10      77.10
    981  LETTRE BOIS  ALPHABE           1518593                   5      38.55
    982  LETTRE BOIS  ALPHABE           1518615                  10      77.10
    983  LETTRE BOIS  ALPHABE           1518631                  10      77.10
    984  LETTRE BOIS  ALPHABE           1518640                  10      77.10
    985  LETTRE BOIS  ALPHABE           1518658                  10      77.10
    986  LETTRE BOIS  ALPHABE           1518666                  10      77.10
    987  LETTRE BOIS  ALPHABE           1518682                  10      77.10
    988  LETTRE BOIS  ALPHABE           1518720                  10      77.10
    989  LETTRE BOIS  ALPHABE           1518739                   5      38.55
    990  LETTRE BOIS  ALPHABE           1518755                   5      38.55
    991  LETTRE BOIS  ALPHABE           1518763                   5      38.55
    992  LETTRE BOIS  ALPHABE           1518780                   5      38.55
    993  OIE MUSICALE                   1524658                   2     133.66
    994  HIPPOPOTAME TISSU              1524712                   2     102.82
    995  PATAP. PEL. PM                 1524801                   1      77.11
    996  OIE "ANNETTE"                  1524860                   1      82.26
    997  PATAP. PEL. MM                 1524895                   1     118.26
    998  HIPPO  ANNEAU                  1532049                   2      77.12
    999  JOUET BAIN POISSON             1532111                   3     123.39
   1000  BATEAU + 2 VOITURES            1537385                   3     107.97
   1001  CAMION + 2 VOITURES            1537407                   3     107.97
   1002  BOULIER ELEPHANTS              1537806                   3      61.68
   1003  LOCO MUSICALE ANIMEE           1537989                   1      69.41
   1004  LAPINOU "NORBERT"              1541781                   1     228.77
   1005  POULE RANGE PYJAMA*            1541935                   2     257.02
   1006  OURSON NAISSANCE               1448340                   1      77.11
   1007  OURSON NAISSANCE               1524780                   1      77.11
   1008  OURS COUCHE PEL*               1448447                   1     154.23
   1009  OISEAU MUSICAL                 1448471                   2     174.80
   1010  HOCHET OURSON PEL.             1448501                   4     143.96
   1011  OURS RETRO  PM                 1460722                   3     231.33
   1012  BOITE OURS+PELUCHE             1461940                   4     411.24
   1013  OIE MUSICALE                   1524640                   2     133.66
   1014  COCCIN."OTHELLO                1524887                   1      82.26
   1015  OURSON RANGE PYJAMA            1524917                   2     244.62
   1016  SOURIS ANNEAU                  1532030                   2      77.12
   1017  VALISE "PLAY TIME"             1532120                   1      74.54
   1018  POUPEE PAULA                   1534440                   1      61.69
   1019  ROLLER*                        1537695                   3     231.33
   1020  LAPINOU "ALBERT"               1541773                   1     228.77
   1021  FILM PARE SOLEIL*              1259490                   2      64.68
   1022  VEILLEUSE A CLE*               1259504                   6     145.56
   1023   MOUSTIQUAIRE LIT              1259512                   6     323.40
   1024  MOUSTIQUAIRE LANDAU            1259520                   4     140.12
   1025  CROCHET ANTIOUVERTU*           1259539                   2      34.52
   1026  FIXE COUVERTURE*               1259547                  10     156.30
   1027  RETROVISEUR*                   1259563                  10     188.70
   1028  CACHE PRISE*                   1259571                   6      64.74
   1029   SUCETTE BOUT CER*             1259679                  12     109.92
   1030  THERMOMETRE DIGITAL*           1260553                   3     145.53
   1031  BANDES OMBILICAL*              1260901                  24     388.08
   1032  BRETELLE LAISSE*               1260928                   2      86.22
   1033  2 BLOQUE PORTE*                1260936                   2      53.88
   1034   CALE NOURISSON                1260944                   2     107.80
   1035  4 COINS DE TABLE*              1260952                  10     150.90
   1036  ANNEAU DENTITION               1460560                   2      20.58
   1037  OURSON "CALINOU"               1460749                   2     236.52
   1038  LUTIN ANNEAU                   1532057                   2      77.12
   1039  HOCHET LUTIN                   1532073                   2      77.12
   1040  POUPEE "COCOTTE"               1538128                   1     102.81
   1041  MOBILE TOM ET ZOE              1448552                   1     131.10
   1042  POUPEE "TOM"*                  1448650                   3     385.53
   1043  ASSIETTE CHAUFFANTE            1451731                   6     145.56
   1044  BIBERON POLYC.240ML            1452525                  19     235.60
   1045  TOISE "T&Z"                    1452843                   2     194.02
   1046  VEILLEUSE TOM ET ZOE           1452860                   1     161.69
   1047  THERMOMETRE "T&Z"              1452878                   1      64.69
   1048  BOITE MUSIQUE T&Z              1452894                   3     291.03
