"09",9,49,463.85,5,4174.67,2.56
"10",20,62,132.65,3,2652.91,5.68
"11",32,105,114.45,3,3662.36,9.09
"12",58,187,129.82,3,7529.59,16.48
"13",40,125,123.15,3,4925.90,11.36
"14",20,55,118.05,3,2360.90,5.68
"15",30,129,196.60,4,5898.04,8.52
"16",45,150,189.10,3,8509.49,12.78
"17",38,129,146.27,3,5558.27,10.80
"18",48,197,157.41,4,7555.74,13.64
"19",11,27,124.76,2,1372.35,3.13
"20",1,15,222.30,15,222.30,0.28

